rating,cocoa_perc,CQ,sweetness,acidity,bitterness,roast,intensity,complexity,structure,length,appearance,aroma,mouthfeel,flavor,quality,bitter_cocoa,sweet_cocoa,sweet_bitter,flavor_quality,flavor_compl,quality_struc,quality_comple
0.5,55.0,12.0,71.0,82.0,38.0,56.0,92.0,27.0,31.0,42.0,92.0,78.0,62.0,54.2,37.0,2090.0,3905.0,2698.0,2005.4,1463.4,1147.0,999.0
3.0,67.0,25.0,61.0,90.0,14.0,58.0,52.0,54.0,47.0,61.0,84.0,87.0,72.7,81.4,80.5,938.0,4087.0,854.0,6552.700000000001,4395.6,3783.5,4347.0
1.5,37.0,22.0,73.0,32.0,4.0,41.0,26.0,28.0,17.0,48.0,96.0,66.0,55.3,71.4,72.5,148.0,2701.0,292.0,5176.5,1999.2000000000003,1232.5,2030.0
3.0,90.0,71.0,20.0,12.0,41.0,86.0,54.0,23.0,82.0,61.0,94.0,81.0,79.3,85.6,77.0,3690.0,1800.0,820.0,6591.2,1968.8,6314.0,1771.0
3.0,72.0,42.0,46.0,53.0,38.0,66.0,61.0,54.0,65.0,62.0,78.0,77.0,84.7,83.6,83.0,2736.0,3312.0,1748.0,6938.799999999999,4514.4,5395.0,4482.0
0.0,72.0,26.0,34.0,21.0,47.0,54.0,32.0,11.0,28.0,23.0,56.0,34.0,54.7,27.4,21.0,3384.0,2448.0,1598.0,575.4,301.4,588.0,231.0
2.5,85.0,76.0,22.0,8.0,44.0,77.0,41.0,14.0,70.0,66.0,90.0,60.0,86.0,77.4,72.0,3740.0,1870.0,968.0,5572.8,1083.6000000000001,5040.0,1008.0
3.0,91.0,23.0,26.0,13.0,82.0,63.0,79.0,32.0,46.0,47.0,94.0,78.0,88.7,77.2,84.0,7462.0,2366.0,2132.0,6484.8,2470.4,3864.0,2688.0
3.5,70.0,41.0,44.0,62.0,50.0,56.0,55.0,61.0,53.0,71.0,92.0,54.0,88.0,88.6,89.0,3500.0,3080.0,2200.0,7885.4,5404.599999999999,4717.0,5429.0
3.0,70.0,76.0,49.0,31.0,38.0,72.0,44.0,26.0,68.0,48.0,96.0,76.0,72.7,81.6,83.5,2660.0,3430.0,1862.0,6813.599999999999,2121.6,5678.0,2171.0
5.0,75.0,56.0,54.0,25.0,34.0,76.0,58.0,27.0,83.0,59.0,96.0,76.0,96.0,96.4,95.0,2550.0,4050.0,1836.0,9158.0,2602.8,7885.0,2565.0
4.0,81.0,58.0,43.0,68.0,29.0,61.0,84.0,76.0,90.0,82.0,84.0,88.0,79.3,91.4,91.5,2349.0,3483.0,1247.0,8363.1,6946.400000000001,8235.0,6954.0
3.5,60.0,39.0,41.0,56.0,18.0,62.0,77.0,65.0,62.0,68.0,86.0,82.0,78.0,87.6,88.0,1080.0,2460.0,738.0,7708.799999999999,5694.0,5456.0,5720.0
4.5,75.0,54.0,38.0,42.0,72.0,84.0,76.0,78.0,71.0,77.0,88.0,86.0,84.7,93.2,89.0,5400.0,2850.0,2736.0,8294.800000000001,7269.6,6319.0,6942.0
5.0,35.0,37.0,84.0,46.0,16.0,57.0,71.0,88.0,76.0,71.0,88.0,92.0,82.0,95.2,94.5,560.0,2940.0,1344.0,8996.4,8377.6,7182.0,8316.0
3.0,100.0,26.0,37.0,15.0,67.0,61.0,76.0,31.0,54.0,60.0,74.0,85.0,56.0,87.6,79.5,6700.0,3700.0,2479.0,6964.2,2715.6,4293.0,2464.5
3.0,85.0,47.0,41.0,25.0,58.0,64.0,71.0,62.0,49.0,66.0,54.0,83.0,72.0,85.8,78.5,4930.0,3485.0,2378.0,6735.3,5319.599999999999,3846.5,4867.0
1.5,80.0,29.0,25.0,21.0,63.0,61.0,64.0,31.0,41.0,60.0,44.0,78.0,42.7,73.4,63.0,5040.0,2000.0,1575.0,4624.200000000001,2275.4,2583.0,1953.0
3.0,72.0,37.0,34.0,32.0,45.0,61.0,56.0,45.0,61.0,68.0,68.0,78.0,66.0,87.4,78.5,3240.0,2448.0,1530.0,6860.900000000001,3933.0000000000005,4788.5,3532.5
3.0,70.0,44.0,53.0,36.0,33.0,61.0,55.0,59.0,54.0,66.0,78.0,87.0,68.0,88.0,82.0,2310.0,3710.0,1749.0,7216.0,5192.0,4428.0,4838.0
2.0,45.0,29.0,68.0,13.0,24.0,86.0,65.0,41.0,29.0,44.0,58.0,82.0,70.7,73.6,73.5,1080.0,3060.0,1632.0,5409.599999999999,3017.6,2131.5,3013.5
3.5,66.0,54.0,76.0,45.0,42.0,67.0,68.0,72.0,46.0,79.0,100.0,86.0,86.0,86.8,84.0,2772.0,5016.0,3192.0,7291.2,6249.599999999999,3864.0,6048.0
5.0,70.0,48.0,66.0,61.0,14.0,57.0,93.0,82.0,96.0,77.0,72.0,92.0,95.3,95.6,96.0,980.0,4620.0,924.0,9177.599999999999,7839.2,9216.0,7872.0
3.5,70.0,51.0,57.0,44.0,61.0,68.0,63.0,65.0,54.0,72.0,86.0,80.0,89.3,85.6,79.5,4270.0,3990.0,3477.0,6805.2,5564.0,4293.0,5167.5
2.5,70.0,44.0,46.0,51.0,56.0,70.0,76.0,33.0,58.0,62.0,94.0,83.0,83.3,78.4,75.0,3920.0,3220.0,2576.0,5880.0,2587.2000000000003,4350.0,2475.0
3.5,70.0,34.0,42.0,28.0,51.0,76.0,82.0,46.0,95.0,70.0,76.0,80.0,92.0,86.2,82.0,3570.0,2940.0,2142.0,7068.400000000001,3965.2000000000003,7790.0,3772.0
3.5,66.0,39.0,53.0,68.0,33.0,69.0,77.0,44.0,72.0,91.0,82.0,80.0,84.7,86.8,83.0,2178.0,3498.0,1749.0,7204.4,3819.2,5976.0,3652.0
4.0,48.0,36.0,67.0,41.0,12.0,71.0,66.0,77.0,81.0,84.0,68.0,89.0,84.7,92.0,91.5,576.0,3216.0,804.0,8418.0,7084.0,7411.5,7045.5
3.5,70.0,72.0,48.0,21.0,39.0,76.0,54.0,28.0,81.0,76.0,76.0,83.0,85.3,88.2,87.0,2730.0,3360.0,1872.0,7673.400000000001,2469.6,7047.0,2436.0
4.0,70.0,68.0,54.0,44.0,34.0,76.0,71.0,65.0,76.0,81.0,76.0,78.0,84.0,90.2,90.0,2380.0,3780.0,1836.0,8118.0,5863.0,6840.0,5850.0
3.5,70.0,58.0,51.0,36.0,31.0,77.0,74.0,60.0,72.0,68.0,84.0,91.0,79.3,89.2,85.0,2170.0,3570.0,1581.0,7582.0,5352.0,6120.0,5100.0
4.5,100.0,9.0,36.0,68.0,66.0,71.0,80.0,73.0,66.0,75.0,62.0,82.0,87.3,95.2,95.0,6600.0,3600.0,2376.0,9044.0,6949.6,6270.0,6935.0
2.5,100.0,4.0,11.0,77.0,82.0,70.0,84.0,66.0,45.0,71.0,76.0,79.0,72.7,80.8,71.5,8200.0,1100.0,902.0,5777.2,5332.8,3217.5,4719.0
1.5,75.0,41.0,44.0,62.0,48.0,64.0,77.0,61.0,34.0,69.0,84.0,84.0,74.7,65.8,53.0,3600.0,3300.0,2112.0,3487.3999999999996,4013.7999999999997,1802.0,3233.0
1.0,74.0,17.0,28.0,78.0,36.0,72.0,68.0,31.0,25.0,56.0,100.0,73.0,60.7,61.4,56.0,2664.0,2072.0,1008.0,3438.4,1903.3999999999999,1400.0,1736.0
2.0,72.0,26.0,34.0,77.0,48.0,67.0,71.0,35.0,41.0,64.0,76.0,79.0,62.7,73.6,70.0,3456.0,2448.0,1632.0,5152.0,2576.0,2870.0,2450.0
3.5,72.0,33.0,36.0,79.0,44.0,67.0,76.0,68.0,55.0,82.0,80.0,83.0,80.7,85.8,88.0,3168.0,2592.0,1584.0,7550.4,5834.4,4840.0,5984.0
3.5,55.0,39.0,81.0,48.0,7.0,46.0,52.0,54.0,47.0,44.0,70.0,78.0,79.3,90.0,87.0,385.0,4455.0,567.0,7830.0,4860.0,4089.0,4698.0
3.5,38.0,37.0,71.0,30.0,16.0,48.0,39.0,54.0,59.0,56.0,62.0,92.0,78.7,86.8,89.5,608.0,2698.0,1136.0,7768.599999999999,4687.2,5280.5,4833.0
2.5,75.0,33.0,40.0,89.0,44.0,65.0,92.0,51.0,42.0,68.0,94.0,86.0,78.7,76.8,78.5,3300.0,3000.0,1760.0,6028.8,3916.7999999999997,3297.0,4003.5
3.5,75.0,48.0,51.0,56.0,61.0,83.0,64.0,55.0,62.0,76.0,90.0,88.0,86.0,86.4,84.0,4575.0,3825.0,3111.0,7257.6,4752.0,5208.0,4620.0
3.0,31.0,23.0,49.0,88.0,16.0,58.0,72.0,44.0,46.0,65.0,92.0,82.0,79.3,78.8,80.0,496.0,1519.0,784.0,6304.0,3467.2,3680.0,3520.0
3.0,31.0,13.0,62.0,14.0,27.0,60.0,72.0,58.0,45.0,71.0,88.0,86.0,79.3,83.0,81.5,837.0,1922.0,1674.0,6764.5,4814.0,3667.5,4727.0
2.5,70.0,56.0,53.0,44.0,49.0,61.0,72.0,66.0,54.0,78.0,74.0,80.0,80.7,79.2,76.0,3430.0,3710.0,2597.0,6019.2,5227.2,4104.0,5016.0
4.0,75.0,31.0,38.0,66.0,37.0,62.0,71.0,80.0,64.0,92.0,92.0,89.0,80.0,88.4,87.0,2775.0,2850.0,1406.0,7690.8,7072.0,5568.0,6960.0
3.0,63.0,51.0,81.0,69.0,24.0,56.0,76.0,68.0,47.0,43.0,86.0,80.0,72.0,85.2,79.5,1512.0,5103.0,1944.0,6773.400000000001,5793.6,3736.5,5406.0
5.0,75.0,78.0,37.0,32.0,42.0,71.0,79.0,44.0,96.0,83.0,92.0,94.0,88.0,92.0,95.5,3150.0,2775.0,1554.0,8786.0,4048.0,9168.0,4202.0
3.0,82.0,77.0,54.0,16.0,21.0,79.0,56.0,32.0,51.0,70.0,96.0,69.0,97.3,81.8,78.5,1722.0,4428.0,1134.0,6421.3,2617.6,4003.5,2512.0
3.0,62.0,30.0,39.0,22.0,64.0,56.0,78.0,66.0,47.0,81.0,88.0,88.0,79.3,83.4,79.0,3968.0,2418.0,2496.0,6588.6,5504.400000000001,3713.0,5214.0
3.5,70.0,47.0,63.0,91.0,44.0,61.0,82.0,34.0,39.0,0.0,98.0,91.0,86.0,85.4,81.0,3080.0,4410.0,2772.0,6917.400000000001,2903.6000000000004,3159.0,2754.0
2.5,31.0,22.0,71.0,90.0,11.0,49.0,76.0,62.0,51.0,73.0,40.0,69.0,72.0,80.8,78.0,341.0,2201.0,781.0,6302.4,5009.599999999999,3978.0,4836.0
3.5,31.0,33.0,84.0,27.0,16.0,65.0,70.0,68.0,79.0,76.0,42.0,86.0,78.0,91.0,91.0,496.0,2604.0,1344.0,8281.0,6188.0,7189.0,6188.0
4.5,45.0,27.0,59.0,34.0,36.0,49.0,24.0,77.0,76.0,88.0,88.0,80.0,92.7,90.4,93.5,1620.0,2655.0,2124.0,8452.4,6960.8,7106.0,7199.5
1.0,48.0,22.0,74.0,5.0,9.0,57.0,28.0,16.0,27.0,31.0,72.0,71.0,50.0,66.4,54.0,432.0,3552.0,666.0,3585.6000000000004,1062.4,1458.0,864.0
2.0,70.0,43.0,39.0,24.0,16.0,58.0,66.0,54.0,62.0,70.0,98.0,87.0,27.3,80.6,61.0,1120.0,2730.0,624.0,4916.599999999999,4352.4,3782.0,3294.0
5.0,70.0,79.0,76.0,51.0,48.0,54.0,66.0,70.0,83.0,77.0,96.0,93.0,98.0,98.2,99.0,3360.0,5320.0,3648.0,9721.800000000001,6874.0,8217.0,6930.0
5.0,33.0,72.0,61.0,19.0,16.0,44.0,68.0,52.0,97.0,76.0,100.0,92.0,79.3,96.8,91.0,528.0,2013.0,976.0,8808.8,5033.599999999999,8827.0,4732.0
1.5,60.0,31.0,76.0,42.0,76.0,42.0,84.0,35.0,41.0,46.0,82.0,73.0,68.0,63.2,63.5,4560.0,4560.0,5776.0,4013.2000000000003,2212.0,2603.5,2222.5
3.5,70.0,77.0,56.0,63.0,52.0,42.0,71.0,68.0,61.0,76.0,90.0,89.0,73.3,86.8,81.5,3640.0,3920.0,2912.0,7074.2,5902.4,4971.5,5542.0
3.0,39.0,49.0,62.0,44.0,39.0,45.0,81.0,77.0,76.0,61.0,98.0,84.0,72.7,86.6,80.5,1521.0,2418.0,2418.0,6971.299999999999,6668.2,6118.0,6198.5
3.0,75.0,46.0,62.0,70.0,47.0,45.0,76.0,77.0,31.0,66.0,96.0,87.0,72.0,84.2,77.0,3525.0,4650.0,2914.0,6483.400000000001,6483.400000000001,2387.0,5929.0
5.0,70.0,47.0,66.0,44.0,32.0,70.0,56.0,49.0,81.0,48.0,98.0,87.0,90.0,94.0,98.0,2240.0,4620.0,2112.0,9212.0,4606.0,7938.0,4802.0
5.0,70.0,58.0,55.0,61.0,51.0,76.0,82.0,88.0,76.0,75.0,94.0,84.0,86.7,97.6,97.0,3570.0,3850.0,2805.0,9467.199999999999,8588.8,7372.0,8536.0
2.5,91.0,10.0,22.0,24.0,81.0,64.0,80.0,33.0,54.0,65.0,86.0,93.0,92.0,72.4,72.0,7371.0,2002.0,1782.0,5212.8,2389.2000000000003,3888.0,2376.0
4.5,71.0,61.0,59.0,51.0,34.0,56.0,72.0,77.0,93.0,76.0,90.0,80.0,80.7,94.6,96.0,2414.0,4189.0,2006.0,9081.599999999999,7284.2,8928.0,7392.0
1.0,70.0,32.0,61.0,56.0,34.0,65.0,62.0,46.0,37.0,57.0,98.0,71.0,40.0,72.2,52.0,2380.0,4270.0,2074.0,3754.4,3321.2000000000003,1924.0,2392.0
1.5,80.0,32.0,27.0,40.0,74.0,66.0,68.0,57.0,44.0,63.0,94.0,69.0,36.0,74.2,66.5,5920.0,2160.0,1998.0,4934.3,4229.400000000001,2926.0,3790.5
5.0,50.0,76.0,78.0,53.0,29.0,76.0,88.0,76.0,82.0,79.0,92.0,93.0,96.7,94.4,97.0,1450.0,3900.0,2262.0,9156.800000000001,7174.400000000001,7954.0,7372.0
3.5,66.0,76.0,53.0,41.0,34.0,58.0,65.0,58.0,62.0,71.0,78.0,91.0,72.0,89.6,82.0,2244.0,3498.0,1802.0,7347.2,5196.799999999999,5084.0,4756.0
4.0,72.0,34.0,76.0,83.0,22.0,29.0,78.0,61.0,56.0,71.0,68.0,89.0,80.7,89.8,89.0,1584.0,5472.0,1672.0,7992.2,5477.8,4984.0,5429.0
3.0,82.0,63.0,34.0,36.0,41.0,76.0,59.0,44.0,78.0,73.0,88.0,83.0,70.7,87.8,83.5,3362.0,2788.0,1394.0,7331.3,3863.2,6513.0,3674.0
2.5,75.0,53.0,49.0,79.0,65.0,71.0,84.0,70.0,52.0,81.0,76.0,87.0,79.3,76.6,78.0,4875.0,3675.0,3185.0,5974.799999999999,5362.0,4056.0,5460.0
2.0,45.0,26.0,72.0,14.0,48.0,80.0,17.0,13.0,46.0,66.0,84.0,82.0,76.7,69.8,68.0,2160.0,3240.0,3456.0,4746.4,907.4,3128.0,884.0
4.0,85.0,48.0,42.0,44.0,76.0,49.0,71.0,65.0,78.0,77.0,92.0,91.0,86.7,90.8,89.0,6460.0,3570.0,3192.0,8081.2,5902.0,6942.0,5785.0
3.0,65.0,62.0,54.0,27.0,41.0,76.0,65.0,24.0,48.0,59.0,74.0,69.0,77.3,86.8,87.5,2665.0,3510.0,2214.0,7595.0,2083.2,4200.0,2100.0
1.5,67.0,37.0,34.0,25.0,39.0,51.0,77.0,26.0,19.0,56.0,76.0,80.0,78.0,66.8,59.5,2613.0,2278.0,1326.0,3974.6,1736.8,1130.5,1547.0
3.5,74.0,56.0,33.0,81.0,41.0,66.0,64.0,60.0,71.0,69.0,60.0,82.0,77.3,90.0,90.5,3034.0,2442.0,1353.0,8145.0,5400.0,6425.5,5430.0
4.0,74.0,83.0,56.0,38.0,27.0,66.0,62.0,54.0,77.0,63.0,72.0,81.0,84.0,89.8,89.0,1998.0,4144.0,1512.0,7992.2,4849.2,6853.0,4806.0
4.0,74.0,58.0,36.0,61.0,39.0,69.0,44.0,66.0,77.0,64.0,82.0,84.0,84.7,89.6,86.0,2886.0,2664.0,1404.0,7705.599999999999,5913.599999999999,6622.0,5676.0
2.0,72.0,29.0,31.0,80.0,56.0,52.0,84.0,48.0,27.0,65.0,92.0,92.0,76.0,65.8,61.5,4032.0,2232.0,1736.0,4046.7,3158.3999999999996,1660.5,2952.0
2.0,75.0,33.0,34.0,26.0,31.0,55.0,66.0,42.0,44.0,76.0,76.0,80.0,72.7,72.4,67.5,2325.0,2550.0,1054.0,4887.0,3040.8,2970.0,2835.0
2.5,77.0,50.0,37.0,44.0,69.0,56.0,76.0,63.0,52.0,70.0,60.0,85.0,78.7,81.2,75.5,5313.0,2849.0,2553.0,6130.6,5115.6,3926.0,4756.5
4.0,75.0,59.0,44.0,51.0,62.0,57.0,77.0,71.0,65.0,76.0,88.0,95.0,82.0,90.2,87.0,4650.0,3300.0,2728.0,7847.400000000001,6404.2,5655.0,6177.0
1.5,48.0,47.0,64.0,11.0,38.0,70.0,69.0,34.0,51.0,65.0,90.0,51.0,62.0,68.0,62.0,1824.0,3072.0,2432.0,4216.0,2312.0,3162.0,2108.0
3.5,68.0,36.0,58.0,46.0,37.0,63.0,47.0,49.0,54.0,70.0,76.0,91.0,81.3,90.0,79.5,2516.0,3944.0,2146.0,7155.0,4410.0,4293.0,3895.5
3.5,74.0,79.0,52.0,23.0,28.0,76.0,51.0,46.0,80.0,69.0,64.0,94.0,79.3,90.6,85.5,2072.0,3848.0,1456.0,7746.299999999999,4167.599999999999,6840.0,3933.0
1.5,80.0,64.0,34.0,22.0,46.0,41.0,70.0,18.0,45.0,43.0,92.0,81.0,80.0,62.8,66.0,3680.0,2720.0,1564.0,4144.8,1130.3999999999999,2970.0,1188.0
4.0,75.0,62.0,44.0,58.0,47.0,79.0,76.0,72.0,74.0,69.0,100.0,89.0,86.7,88.6,93.5,3525.0,3300.0,2068.0,8284.1,6379.2,6919.0,6732.0
3.0,70.0,54.0,49.0,46.0,63.0,71.0,59.0,57.0,52.0,73.0,92.0,91.0,72.7,86.8,76.0,4410.0,3430.0,3087.0,6596.8,4947.599999999999,3952.0,4332.0
4.5,72.0,49.0,51.0,48.0,47.0,77.0,76.0,71.0,76.0,79.0,58.0,95.0,92.0,92.6,93.0,3384.0,3672.0,2397.0,8611.8,6574.599999999999,7068.0,6603.0
4.5,72.0,91.0,54.0,33.0,47.0,72.0,78.0,76.0,81.0,80.0,74.0,89.0,86.0,93.4,91.5,3384.0,3888.0,2538.0,8546.1,7098.400000000001,7411.5,6954.0
2.5,70.0,34.0,38.0,34.0,36.0,69.0,70.0,54.0,58.0,64.0,100.0,88.0,70.0,74.2,79.5,2520.0,2660.0,1368.0,5898.900000000001,4006.8,4611.0,4293.0
2.5,70.0,34.0,52.0,83.0,68.0,34.0,76.0,65.0,29.0,77.0,60.0,83.0,86.0,79.2,74.0,4760.0,3640.0,3536.0,5860.8,5148.0,2146.0,4810.0
4.5,72.0,49.0,63.0,56.0,44.0,80.0,81.0,76.0,84.0,79.0,98.0,96.0,82.7,92.2,88.5,3168.0,4536.0,2772.0,8159.7,7007.2,7434.0,6726.0
3.5,72.0,37.0,77.0,34.0,29.0,69.0,65.0,58.0,12.0,50.0,92.0,88.0,87.3,85.0,83.5,2088.0,5544.0,2233.0,7097.5,4930.0,1002.0,4843.0
4.5,72.0,46.0,44.0,77.0,41.0,69.0,82.0,71.0,66.0,54.0,94.0,84.0,94.7,91.6,90.5,2952.0,3168.0,1804.0,8289.8,6503.599999999999,5973.0,6425.5
3.5,72.0,61.0,38.0,31.0,71.0,69.0,74.0,52.0,66.0,54.0,74.0,83.0,87.3,86.4,82.0,5112.0,2736.0,2698.0,7084.8,4492.8,5412.0,4264.0
4.0,71.0,51.0,50.0,69.0,66.0,49.0,87.0,82.0,76.0,73.0,58.0,84.0,80.7,93.4,91.5,4686.0,3550.0,3300.0,8546.1,7658.8,6954.0,7503.0
5.0,100.0,38.0,29.0,24.0,71.0,54.0,58.0,52.0,81.0,78.0,92.0,87.0,94.0,96.6,97.0,7100.0,2900.0,2059.0,9370.199999999999,5023.2,7857.0,5044.0
4.5,90.0,78.0,39.0,29.0,34.0,76.0,70.0,31.0,82.0,77.0,88.0,87.0,87.3,93.8,91.0,3060.0,3510.0,1326.0,8535.8,2907.7999999999997,7462.0,2821.0
4.0,81.0,61.0,34.0,13.0,48.0,76.0,57.0,29.0,81.0,64.0,74.0,79.0,84.0,93.6,87.0,3888.0,2754.0,1632.0,8143.2,2714.3999999999996,7047.0,2523.0
1.5,70.0,44.0,34.0,16.0,63.0,77.0,69.0,52.0,41.0,70.0,84.0,81.0,35.3,69.6,63.0,4410.0,2380.0,2142.0,4384.799999999999,3619.2,2583.0,3276.0
3.5,75.0,94.0,44.0,13.0,5.0,91.0,77.0,32.0,80.0,68.0,92.0,84.0,71.3,89.8,82.5,375.0,3300.0,220.0,7408.5,2873.6,6600.0,2640.0
5.0,72.0,53.0,56.0,97.0,64.0,33.0,0.0,72.0,71.0,83.0,96.0,83.0,88.0,95.2,95.5,4608.0,4032.0,3584.0,9091.6,6854.400000000001,6780.5,6876.0
5.0,70.0,92.0,61.0,19.0,31.0,44.0,70.0,29.0,95.0,76.0,90.0,84.0,97.3,96.0,97.5,2170.0,4270.0,1891.0,9360.0,2784.0,9262.5,2827.5
5.0,70.0,96.0,63.0,14.0,21.0,44.0,56.0,15.0,95.0,71.0,84.0,84.0,91.3,97.2,99.5,1470.0,4410.0,1323.0,9671.4,1458.0,9452.5,1492.5
4.5,70.0,71.0,62.0,29.0,22.0,48.0,64.0,31.0,89.0,82.0,68.0,91.0,82.0,94.4,90.5,1540.0,4340.0,1364.0,8543.2,2926.4,8054.5,2805.5
4.0,70.0,78.0,54.0,33.0,34.0,62.0,65.0,48.0,81.0,76.0,86.0,86.0,82.0,92.2,89.5,2380.0,3780.0,1836.0,8251.9,4425.6,7249.5,4296.0
5.0,50.0,66.0,59.0,39.0,27.0,62.0,76.0,81.0,98.0,79.0,82.0,95.0,92.0,96.4,97.0,1350.0,2950.0,1593.0,9350.800000000001,7808.400000000001,9506.0,7857.0
3.0,90.0,29.0,17.0,24.0,81.0,65.0,79.0,44.0,61.0,84.0,90.0,88.0,82.7,78.4,80.0,7290.0,1530.0,1377.0,6272.0,3449.6000000000004,4880.0,3520.0
0.5,75.0,51.0,29.0,33.0,67.0,76.0,71.0,26.0,14.0,71.0,56.0,65.0,62.0,59.8,53.0,5025.0,2175.0,1943.0,3169.3999999999996,1554.8,742.0,1378.0
2.5,75.0,32.0,34.0,41.0,46.0,69.0,76.0,65.0,72.0,79.0,64.0,89.0,64.7,80.4,69.0,3450.0,2550.0,1564.0,5547.6,5226.0,4968.0,4485.0
3.5,72.0,58.0,62.0,78.0,33.0,45.0,49.0,66.0,61.0,64.0,84.0,78.0,76.0,88.2,87.5,2376.0,4464.0,2046.0,7717.5,5821.2,5337.5,5775.0
4.5,65.0,62.0,67.0,56.0,31.0,60.0,69.0,78.0,83.0,71.0,100.0,88.0,79.3,92.4,93.5,2015.0,4355.0,2077.0,8639.4,7207.200000000001,7760.5,7293.0
4.0,68.0,76.0,61.0,50.0,38.0,54.0,72.0,76.0,79.0,77.0,82.0,78.0,77.3,92.8,92.5,2584.0,4148.0,2318.0,8584.0,7052.8,7307.5,7030.0
3.5,70.0,58.0,51.0,34.0,23.0,71.0,55.0,42.0,88.0,76.0,94.0,81.0,76.0,89.2,86.0,1610.0,3570.0,1173.0,7671.2,3746.4,7568.0,3612.0
5.0,72.0,84.0,59.0,46.0,44.0,65.0,76.0,53.0,93.0,81.0,100.0,87.0,92.0,92.8,96.0,3168.0,4248.0,2596.0,8908.8,4918.4,8928.0,5088.0
4.5,72.0,86.0,48.0,34.0,41.0,66.0,78.0,31.0,82.0,81.0,90.0,86.0,87.3,91.4,92.0,2952.0,3456.0,1968.0,8408.800000000001,2833.4,7544.0,2852.0
5.0,70.0,78.0,55.0,52.0,46.0,81.0,79.0,58.0,90.0,84.0,88.0,83.0,96.7,95.8,95.0,3220.0,3850.0,2530.0,9101.0,5556.4,8550.0,5510.0
4.0,60.0,31.0,80.0,62.0,23.0,52.0,56.0,44.0,48.0,59.0,76.0,87.0,80.7,89.2,90.0,1380.0,4800.0,1840.0,8028.0,3924.8,4320.0,3960.0
4.5,40.0,38.0,82.0,36.0,32.0,45.0,64.0,51.0,88.0,70.0,96.0,90.0,88.0,90.8,94.5,1280.0,3280.0,2624.0,8580.6,4630.8,8316.0,4819.5
3.5,75.0,81.0,59.0,26.0,16.0,72.0,44.0,29.0,95.0,98.0,100.0,78.0,84.0,88.0,87.0,1200.0,4425.0,944.0,7656.0,2552.0,8265.0,2523.0
2.5,75.0,76.0,46.0,29.0,34.0,71.0,45.0,30.0,66.0,69.0,96.0,86.0,78.7,75.4,79.5,2550.0,3450.0,1564.0,5994.3,2262.0,5247.0,2385.0
2.5,75.0,68.0,30.0,34.0,44.0,65.0,61.0,26.0,33.0,58.0,78.0,78.0,87.3,77.4,71.0,3300.0,2250.0,1320.0,5495.400000000001,2012.4,2343.0,1846.0
4.5,75.0,81.0,49.0,42.0,30.0,71.0,60.0,53.0,79.0,76.0,88.0,90.0,87.3,91.8,90.0,2250.0,3675.0,1470.0,8262.0,4865.4,7110.0,4770.0
4.0,75.0,74.0,48.0,41.0,32.0,62.0,61.0,60.0,69.0,76.0,96.0,82.0,82.7,90.4,92.0,2400.0,3600.0,1536.0,8316.800000000001,5424.0,6348.0,5520.0
3.5,75.0,77.0,52.0,44.0,37.0,66.0,62.0,54.0,71.0,76.0,78.0,72.0,88.0,89.4,87.5,2775.0,3900.0,1924.0,7822.500000000001,4827.6,6212.5,4725.0
3.0,75.0,48.0,56.0,24.0,15.0,64.0,34.0,31.0,53.0,57.0,92.0,89.0,78.7,8.0,76.0,1125.0,4200.0,840.0,608.0,248.0,4028.0,2356.0
3.5,60.0,41.0,44.0,20.0,36.0,55.0,77.0,61.0,57.0,68.0,98.0,84.0,88.7,81.2,85.0,2160.0,2640.0,1584.0,6902.0,4953.2,4845.0,5185.0
4.0,70.0,64.0,44.0,41.0,47.0,59.0,65.0,68.0,63.0,76.0,94.0,82.0,84.0,89.6,88.0,3290.0,3080.0,2068.0,7884.799999999999,6092.799999999999,5544.0,5984.0
4.5,50.0,34.0,66.0,24.0,11.0,68.0,59.0,76.0,80.0,72.0,88.0,89.0,88.7,92.2,95.0,550.0,3300.0,726.0,8759.0,7007.2,7600.0,7220.0
4.5,65.0,70.0,72.0,53.0,46.0,76.0,76.0,79.0,84.0,76.0,92.0,87.0,89.3,93.6,90.5,2990.0,4680.0,3312.0,8470.8,7394.4,7602.0,7149.5
5.0,65.0,79.0,67.0,51.0,34.0,76.0,79.0,71.0,88.0,70.0,90.0,89.0,90.7,94.8,96.5,2210.0,4355.0,2278.0,9148.199999999999,6730.8,8492.0,6851.5
4.5,50.0,67.0,61.0,28.0,52.0,76.0,71.0,65.0,78.0,76.0,86.0,90.0,88.0,91.8,90.5,2600.0,3050.0,3172.0,8307.9,5967.0,7059.0,5882.5
0.0,65.0,64.0,46.0,23.0,68.0,77.0,61.0,12.0,17.0,69.0,76.0,52.0,67.3,42.8,33.0,4420.0,2990.0,3128.0,1412.3999999999999,513.5999999999999,561.0,396.0
3.0,70.0,49.0,56.0,76.0,51.0,58.0,77.0,55.0,41.0,69.0,80.0,88.0,87.3,80.6,78.5,3570.0,3920.0,2856.0,6327.099999999999,4433.0,3218.5,4317.5
4.0,60.0,64.0,70.0,16.0,23.0,66.0,68.0,44.0,67.0,76.0,70.0,70.0,84.7,90.6,93.0,1380.0,4200.0,1610.0,8425.8,3986.3999999999996,6231.0,4092.0
4.5,40.0,31.0,64.0,17.0,11.0,76.0,59.0,45.0,88.0,81.0,90.0,80.0,94.7,92.0,90.5,440.0,2560.0,704.0,8326.0,4140.0,7964.0,4072.5
