rating,cocoa_perc,CQ,sweetness,acidity,bitterness,roast,intensity,complexity,structure,length,appearance,aroma,mouthfeel,flavor,quality,bitter_cocoa,sweet_cocoa,sweet_bitter,flavor_quality,flavor_compl,quality_struc,quality_comple
3.5,76.0,30.0,92.0,36.0,32.0,68.0,77.0,72.0,67.0,76.0,88.0,86.0,82.0,89.6,82.0,2432.0,6992.0,2944.0,7347.2,6451.2,5494.0,5904.0
0.0,76.0,14.0,31.0,11.0,82.0,68.0,81.0,9.0,26.0,64.0,82.0,79.0,79.3,43.4,21.5,6232.0,2356.0,2542.0,933.1,390.59999999999997,559.0,193.5
4.0,70.0,49.0,48.0,44.0,41.0,71.0,54.0,60.0,76.0,79.0,76.0,75.0,78.0,92.4,89.0,2870.0,3360.0,1968.0,8223.6,5544.0,6764.0,5340.0
3.0,74.0,58.0,46.0,14.0,32.0,73.0,47.0,31.0,76.0,62.0,64.0,70.0,82.7,85.8,76.5,2368.0,3404.0,1472.0,6563.7,2659.7999999999997,5814.0,2371.5
3.5,70.0,56.0,47.0,28.0,31.0,69.0,48.0,46.0,81.0,76.0,62.0,80.0,92.0,91.2,81.0,2170.0,3290.0,1457.0,7387.2,4195.2,6561.0,3726.0
4.0,100.0,12.0,34.0,22.0,76.0,78.0,77.0,52.0,71.0,68.0,94.0,90.0,90.0,88.6,80.5,7600.0,3400.0,2584.0,7132.299999999999,4607.2,5715.5,4186.0
4.5,70.0,84.0,59.0,29.0,22.0,76.0,51.0,34.0,93.0,63.0,78.0,92.0,84.0,94.0,89.0,1540.0,4130.0,1298.0,8366.0,3196.0,8277.0,3026.0
3.5,75.0,78.0,58.0,32.0,26.0,60.0,59.0,44.0,83.0,66.0,64.0,86.0,91.3,87.8,79.0,1950.0,4350.0,1508.0,6936.2,3863.2,6557.0,3476.0
3.5,75.0,63.0,41.0,33.0,26.0,66.0,61.0,53.0,83.0,70.0,58.0,87.0,90.0,87.8,83.5,1950.0,3075.0,1066.0,7331.3,4653.4,6930.5,4425.5
3.0,75.0,77.0,49.0,37.0,28.0,66.0,64.0,43.0,76.0,54.0,60.0,81.0,88.0,86.2,79.0,2100.0,3675.0,1372.0,6809.8,3706.6,6004.0,3397.0
3.0,70.0,55.0,52.0,34.0,34.0,76.0,44.0,41.0,67.0,64.0,52.0,84.0,80.0,84.2,76.5,2380.0,3640.0,1768.0,6441.3,3452.2000000000003,5125.5,3136.5
5.0,72.0,76.0,62.0,33.0,22.0,58.0,50.0,54.0,96.0,67.0,96.0,89.0,84.7,95.0,91.0,1584.0,4464.0,1364.0,8645.0,5130.0,8736.0,4914.0
2.5,65.0,77.0,54.0,14.0,21.0,63.0,56.0,26.0,54.0,56.0,94.0,90.0,80.7,78.8,71.0,1365.0,3510.0,1134.0,5594.8,2048.7999999999997,3834.0,1846.0
3.0,72.0,61.0,46.0,18.0,34.0,72.0,53.0,28.0,69.0,76.0,96.0,70.0,82.7,82.4,78.5,2448.0,3312.0,1564.0,6468.400000000001,2307.2000000000003,5416.5,2198.0
2.0,57.0,34.0,64.0,12.0,78.0,72.0,64.0,33.0,32.0,79.0,96.0,91.0,84.7,66.8,61.0,4446.0,3648.0,4992.0,4074.7999999999997,2204.4,1952.0,2013.0
2.0,52.0,27.0,54.0,26.0,66.0,62.0,50.0,43.0,34.0,64.0,98.0,88.0,68.0,75.4,60.0,3432.0,2808.0,3564.0,4524.0,3242.2000000000003,2040.0,2580.0
3.0,50.0,21.0,65.0,11.0,19.0,62.0,83.0,52.0,56.0,88.0,100.0,68.0,76.0,89.6,78.0,950.0,3250.0,1235.0,6988.799999999999,4659.2,4368.0,4056.0
1.5,66.0,12.0,54.0,79.0,56.0,64.0,78.0,33.0,24.0,81.0,78.0,80.0,65.3,70.6,58.0,3696.0,3564.0,3024.0,4094.7999999999997,2329.7999999999997,1392.0,1914.0
4.0,70.0,52.0,58.0,56.0,33.0,74.0,62.0,76.0,80.0,71.0,98.0,84.0,78.0,93.6,87.5,2310.0,4060.0,1914.0,8189.999999999999,7113.599999999999,7000.0,6650.0
2.0,56.0,17.0,46.0,88.0,34.0,65.0,78.0,61.0,46.0,95.0,86.0,74.0,77.3,76.4,67.0,1904.0,2576.0,1564.0,5118.8,4660.400000000001,3082.0,4087.0
3.0,60.0,54.0,66.0,45.0,36.0,68.0,57.0,52.0,63.0,76.0,42.0,63.0,84.0,86.4,82.0,2160.0,3960.0,2376.0,7084.8,4492.8,5166.0,4264.0
3.0,61.0,58.0,70.0,49.0,26.0,68.0,53.0,56.0,71.0,60.0,46.0,68.0,84.0,88.0,82.0,1586.0,4270.0,1820.0,7216.0,4928.0,5822.0,4592.0
3.5,70.0,36.0,82.0,59.0,34.0,66.0,76.0,79.0,72.0,90.0,72.0,78.0,78.0,92.2,86.5,2380.0,5740.0,2788.0,7975.3,7283.8,6228.0,6833.5
4.0,39.0,28.0,64.0,24.0,16.0,61.0,34.0,65.0,77.0,57.0,88.0,89.0,84.0,90.2,84.0,624.0,2496.0,1024.0,7576.8,5863.0,6468.0,5460.0
3.0,33.0,6.0,78.0,10.0,10.0,56.0,24.0,26.0,61.0,57.0,74.0,73.0,87.3,84.6,80.0,330.0,2574.0,780.0,6768.0,2199.6,4880.0,2080.0
2.0,32.0,9.0,96.0,22.0,4.0,56.0,76.0,39.0,41.0,58.0,56.0,90.0,80.7,69.0,61.0,128.0,3072.0,384.0,4209.0,2691.0,2501.0,2379.0
5.0,77.0,40.0,66.0,69.0,33.0,71.0,76.0,89.0,82.0,91.0,92.0,94.0,80.7,94.8,92.5,2541.0,5082.0,2178.0,8769.0,8437.199999999999,7585.0,8232.5
4.5,62.0,47.0,59.0,36.0,40.0,66.0,61.0,76.0,76.0,78.0,90.0,90.0,80.7,92.8,91.0,2480.0,3658.0,2360.0,8444.8,7052.8,6916.0,6916.0
1.5,60.0,24.0,56.0,42.0,51.0,58.0,61.0,30.0,28.0,34.0,86.0,86.0,76.0,65.4,62.5,3060.0,3360.0,2856.0,4087.5000000000005,1962.0000000000002,1750.0,1875.0
3.0,100.0,24.0,53.0,22.0,78.0,81.0,71.0,42.0,60.0,64.0,42.0,88.0,73.3,87.8,77.0,7800.0,5300.0,4134.0,6760.599999999999,3687.6,4620.0,3234.0
3.0,70.0,38.0,39.0,34.0,42.0,76.0,56.0,58.0,70.0,76.0,50.0,87.0,64.0,91.6,79.5,2940.0,2730.0,1638.0,7282.2,5312.799999999999,5565.0,4611.0
1.0,55.0,43.0,94.0,24.0,12.0,68.0,52.0,26.0,42.0,54.0,28.0,71.0,59.3,65.4,59.0,660.0,5170.0,1128.0,3858.6000000000004,1700.4,2478.0,1534.0
3.5,72.0,46.0,68.0,31.0,40.0,72.0,34.0,58.0,62.0,64.0,66.0,71.0,85.3,89.2,85.0,2880.0,4896.0,2720.0,7582.0,5173.6,5270.0,4930.0
2.5,70.0,63.0,65.0,21.0,28.0,72.0,56.0,13.0,80.0,57.0,70.0,48.0,75.3,86.2,74.0,1960.0,4550.0,1820.0,6378.8,1120.6000000000001,5920.0,962.0
3.0,60.0,48.0,84.0,38.0,13.0,63.0,51.0,56.0,52.0,72.0,56.0,76.0,76.0,87.4,79.5,780.0,5040.0,1092.0,6948.3,4894.400000000001,4134.0,4452.0
4.0,32.0,26.0,68.0,21.0,19.0,65.0,42.0,64.0,81.0,63.0,76.0,91.0,84.7,90.0,86.0,608.0,2176.0,1292.0,7740.0,5760.0,6966.0,5504.0
1.0,30.0,7.0,90.0,14.0,31.0,62.0,51.0,11.0,13.0,42.0,86.0,78.0,56.0,58.4,53.5,930.0,2700.0,2790.0,3124.4,642.4,695.5,588.5
4.0,71.0,72.0,56.0,36.0,31.0,64.0,53.0,76.0,76.0,52.0,98.0,90.0,78.0,92.6,89.0,2201.0,3976.0,1736.0,8241.4,7037.599999999999,6764.0,6764.0
3.0,68.0,36.0,44.0,42.0,34.0,66.0,70.0,48.0,56.0,47.0,96.0,82.0,79.3,86.4,78.5,2312.0,2992.0,1496.0,6782.400000000001,4147.200000000001,4396.0,3768.0
4.0,43.0,48.0,69.0,27.0,24.0,71.0,63.0,58.0,76.0,70.0,94.0,91.0,72.7,93.4,89.0,1032.0,2967.0,1656.0,8312.6,5417.200000000001,6764.0,5162.0
3.5,63.0,38.0,66.0,61.0,24.0,64.0,55.0,58.0,66.0,73.0,82.0,77.0,79.3,90.0,86.0,1512.0,4158.0,1584.0,7740.0,5220.0,5676.0,4988.0
1.0,75.0,23.0,41.0,84.0,70.0,58.0,76.0,34.0,31.0,68.0,76.0,76.0,68.0,59.2,55.0,5250.0,3075.0,2870.0,3256.0,2012.8000000000002,1705.0,1870.0
0.5,74.0,14.0,34.0,79.0,41.0,57.0,84.0,34.0,12.0,77.0,60.0,68.0,50.7,60.2,57.0,3034.0,2516.0,1394.0,3431.4,2046.8000000000002,684.0,1938.0
2.0,80.0,32.0,80.0,37.0,22.0,66.0,51.0,29.0,46.0,62.0,96.0,83.0,86.7,68.8,60.5,1760.0,6400.0,1760.0,4162.4,1995.1999999999998,2783.0,1754.5
2.0,70.0,12.0,36.0,79.0,32.0,47.0,84.0,26.0,39.0,71.0,80.0,78.0,68.0,71.4,71.5,2240.0,2520.0,1152.0,5105.1,1856.4,2788.5,1859.0
0.0,70.0,37.0,48.0,56.0,31.0,62.0,66.0,86.0,76.0,81.0,88.0,89.0,88.0,95.2,89.0,2170.0,3360.0,1488.0,8472.800000000001,8187.2,6764.0,7654.0
4.0,40.0,33.0,76.0,62.0,10.0,46.0,76.0,80.0,71.0,76.0,96.0,91.0,82.0,90.4,85.0,400.0,3040.0,760.0,7684.000000000001,7232.0,6035.0,6800.0
2.0,71.0,21.0,36.0,20.0,76.0,99.0,64.0,32.0,33.0,76.0,64.0,59.0,46.7,85.4,62.5,5396.0,2556.0,2736.0,5337.5,2732.8,2062.5,2000.0
1.0,55.0,19.0,93.0,61.0,34.0,43.0,76.0,31.0,27.0,34.0,80.0,57.0,80.7,59.6,52.0,1870.0,5115.0,3162.0,3099.2000000000003,1847.6000000000001,1404.0,1612.0
4.0,50.0,23.0,76.0,43.0,10.0,57.0,51.0,93.0,82.0,77.0,90.0,83.0,77.3,95.4,89.0,500.0,3800.0,760.0,8490.6,8872.2,7298.0,8277.0
3.5,70.0,31.0,76.0,41.0,17.0,70.0,48.0,51.0,79.0,68.0,100.0,81.0,79.3,89.4,80.5,1190.0,5320.0,1292.0,7196.700000000001,4559.400000000001,6359.5,4105.5
4.0,70.0,79.0,63.0,46.0,71.0,82.0,64.0,58.0,76.0,76.0,86.0,72.0,82.7,90.8,88.5,4970.0,4410.0,4473.0,8035.8,5266.4,6726.0,5133.0
1.5,70.0,22.0,34.0,78.0,80.0,61.0,64.0,57.0,31.0,58.0,92.0,74.0,78.7,61.2,66.5,5600.0,2380.0,2720.0,4069.8,3488.4,2061.5,3790.5
4.0,70.0,26.0,66.0,16.0,34.0,76.0,63.0,71.0,78.0,69.0,92.0,89.0,82.0,91.8,90.0,2380.0,4620.0,2244.0,8262.0,6517.8,7020.0,6390.0
3.5,44.0,31.0,80.0,16.0,14.0,66.0,62.0,39.0,76.0,46.0,96.0,82.0,79.3,88.4,89.0,616.0,3520.0,1120.0,7867.6,3447.6000000000004,6764.0,3471.0
3.0,100.0,14.0,26.0,76.0,79.0,70.0,86.0,41.0,53.0,61.0,58.0,83.0,78.0,89.0,79.0,7900.0,2600.0,2054.0,7031.0,3649.0,4187.0,3239.0
3.0,80.0,29.0,47.0,63.0,72.0,76.0,62.0,52.0,40.0,58.0,74.0,86.0,86.7,82.0,71.5,5760.0,3760.0,3384.0,5863.0,4264.0,2860.0,3718.0
5.0,72.0,47.0,64.0,68.0,33.0,70.0,57.0,83.0,86.0,76.0,80.0,88.0,91.3,94.8,91.0,2376.0,4608.0,2112.0,8626.8,7868.4,7826.0,7553.0
4.0,63.0,47.0,58.0,64.0,30.0,71.0,65.0,88.0,79.0,83.0,86.0,78.0,82.0,95.2,89.0,1890.0,3654.0,1740.0,8472.800000000001,8377.6,7031.0,7832.0
1.5,70.0,34.0,39.0,22.0,67.0,34.0,51.0,28.0,26.0,54.0,74.0,49.0,68.7,69.2,59.5,4690.0,2730.0,2613.0,4117.400000000001,1937.6000000000001,1547.0,1666.0
3.5,44.0,20.0,78.0,28.0,16.0,63.0,59.0,54.0,76.0,72.0,96.0,93.0,72.7,90.0,81.5,704.0,3432.0,1248.0,7335.0,4860.0,6194.0,4401.0
4.0,70.0,37.0,41.0,40.0,36.0,68.0,46.0,63.0,88.0,77.0,68.0,81.0,88.0,92.8,89.5,2520.0,2870.0,1476.0,8305.6,5846.4,7876.0,5638.5
4.0,63.0,24.0,83.0,56.0,30.0,71.0,59.0,81.0,79.0,77.0,88.0,96.0,85.3,90.8,87.5,1890.0,5229.0,2490.0,7945.0,7354.8,6912.5,7087.5
2.5,60.0,54.0,92.0,12.0,19.0,64.0,45.0,19.0,34.0,58.0,80.0,76.0,72.7,75.4,75.0,1140.0,5520.0,1748.0,5655.0,1432.6000000000001,2550.0,1425.0
0.0,70.0,9.0,66.0,17.0,39.0,71.0,56.0,11.0,4.0,76.0,76.0,63.0,35.3,54.2,19.5,2730.0,4620.0,2574.0,1056.9,596.2,78.0,214.5
4.0,70.0,30.0,63.0,56.0,24.0,58.0,52.0,46.0,79.0,76.0,84.0,88.0,82.7,92.4,82.5,1680.0,4410.0,1512.0,7623.000000000001,4250.400000000001,6517.5,3795.0
0.5,70.0,13.0,19.0,16.0,76.0,57.0,78.0,10.0,8.0,54.0,86.0,47.0,75.3,57.6,33.5,5320.0,1330.0,1444.0,1929.6000000000001,576.0,268.0,335.0
3.0,70.0,28.0,33.0,21.0,82.0,87.0,71.0,14.0,27.0,46.0,78.0,81.0,82.0,86.4,79.5,5740.0,2310.0,2706.0,6868.8,1209.6000000000001,2146.5,1113.0
4.0,70.0,69.0,54.0,76.0,44.0,73.0,81.0,77.0,42.0,79.0,94.0,86.0,88.0,90.0,80.5,3080.0,3780.0,2376.0,7245.0,6930.0,3381.0,6198.5
3.0,70.0,78.0,33.0,10.0,31.0,66.0,52.0,27.0,76.0,59.0,94.0,70.0,82.7,88.0,78.0,2170.0,2310.0,1023.0,6864.0,2376.0,5928.0,2106.0
2.0,78.0,41.0,46.0,27.0,73.0,78.0,60.0,33.0,31.0,64.0,82.0,64.0,72.0,73.0,63.5,5694.0,3588.0,3358.0,4635.5,2409.0,1968.5,2095.5
4.0,72.0,86.0,67.0,14.0,27.0,64.0,42.0,26.0,77.0,56.0,82.0,78.0,86.0,93.4,87.0,1944.0,4824.0,1809.0,8125.8,2428.4,6699.0,2262.0
4.0,70.0,34.0,38.0,31.0,44.0,62.0,74.0,52.0,63.0,76.0,86.0,97.0,80.7,90.8,81.0,3080.0,2660.0,1672.0,7354.8,4721.599999999999,5103.0,4212.0
3.0,85.0,64.0,48.0,13.0,76.0,52.0,72.0,22.0,44.0,63.0,74.0,71.0,86.0,86.0,78.5,6460.0,4080.0,3648.0,6751.0,1892.0,3454.0,1727.0
3.5,63.0,47.0,58.0,64.0,30.0,71.0,65.0,88.0,79.0,83.0,86.0,78.0,74.7,90.8,80.5,1890.0,3654.0,1740.0,7309.4,7990.4,6359.5,7084.0
3.0,72.0,33.0,41.0,44.0,52.0,59.0,60.0,56.0,52.0,60.0,74.0,92.0,77.3,86.8,75.0,3744.0,2952.0,2132.0,6510.0,4860.8,3900.0,4200.0
2.0,66.0,16.0,45.0,33.0,76.0,64.0,76.0,39.0,41.0,56.0,80.0,61.0,84.0,68.6,69.5,5016.0,2970.0,3420.0,4767.7,2675.3999999999996,2849.5,2710.5
3.5,60.0,40.0,45.0,76.0,34.0,72.0,74.0,66.0,79.0,84.0,78.0,73.0,87.3,89.6,88.0,2040.0,2700.0,1530.0,7884.799999999999,5913.599999999999,6952.0,5808.0
2.5,72.0,33.0,52.0,71.0,30.0,67.0,61.0,42.0,41.0,68.0,88.0,81.0,76.0,74.4,69.5,2160.0,3744.0,1560.0,5170.8,3124.8,2849.5,2919.0
4.0,60.0,34.0,66.0,52.0,41.0,58.0,63.0,61.0,64.0,76.0,96.0,85.0,86.0,90.8,86.0,2460.0,3960.0,2706.0,7808.8,5538.8,5504.0,5246.0
0.0,70.0,12.0,30.0,14.0,42.0,76.0,51.0,26.0,9.0,66.0,36.0,46.0,36.0,42.4,35.0,2940.0,2100.0,1260.0,1484.0,1102.3999999999999,315.0,910.0
3.0,67.0,28.0,34.0,71.0,36.0,63.0,55.0,34.0,59.0,69.0,80.0,69.0,84.0,86.8,82.0,2412.0,2278.0,1224.0,7117.599999999999,2951.2,4838.0,2788.0
3.0,45.0,46.0,84.0,79.0,27.0,61.0,76.0,47.0,48.0,69.0,84.0,80.0,75.3,87.8,82.0,1215.0,3780.0,2268.0,7199.599999999999,4126.599999999999,3936.0,3854.0
3.0,70.0,46.0,44.0,48.0,45.0,61.0,57.0,53.0,66.0,76.0,68.0,78.0,82.0,86.2,83.5,3150.0,3080.0,1980.0,7197.7,4568.6,5511.0,4425.5
3.5,70.0,37.0,60.0,54.0,22.0,48.0,56.0,69.0,76.0,64.0,68.0,85.0,72.7,90.0,86.0,1540.0,4200.0,1320.0,7740.0,6210.0,6536.0,5934.0
2.5,70.0,64.0,36.0,14.0,59.0,79.0,41.0,26.0,37.0,72.0,76.0,79.0,74.7,80.8,73.0,4130.0,2520.0,2124.0,5898.4,2100.7999999999997,2701.0,1898.0
4.5,70.0,46.0,69.0,28.0,37.0,66.0,44.0,55.0,78.0,51.0,92.0,78.0,91.3,92.8,90.5,2590.0,4830.0,2553.0,8398.4,5104.0,7059.0,4977.5
4.5,60.0,58.0,61.0,38.0,44.0,60.0,53.0,76.0,80.0,72.0,86.0,81.0,82.7,93.4,94.5,2640.0,3660.0,2684.0,8826.300000000001,7098.400000000001,7560.0,7182.0
4.0,70.0,54.0,56.0,39.0,47.0,62.0,55.0,61.0,79.0,73.0,82.0,86.0,90.0,90.4,90.0,3290.0,3920.0,2632.0,8136.000000000001,5514.400000000001,7110.0,5490.0
4.5,70.0,41.0,78.0,21.0,16.0,52.0,28.0,34.0,82.0,70.0,80.0,91.0,84.0,93.6,93.5,1120.0,5460.0,1248.0,8751.6,3182.3999999999996,7667.0,3179.0
4.0,65.0,44.0,66.0,61.0,29.0,68.0,76.0,84.0,76.0,81.0,70.0,76.0,89.3,94.2,88.5,1885.0,4290.0,1914.0,8336.7,7912.8,6726.0,7434.0
2.5,65.0,56.0,76.0,34.0,41.0,79.0,46.0,32.0,39.0,44.0,72.0,71.0,82.7,80.4,70.0,2665.0,4940.0,3116.0,5628.0,2572.8,2730.0,2240.0
2.0,75.0,33.0,59.0,54.0,48.0,61.0,49.0,47.0,45.0,69.0,84.0,70.0,65.3,74.8,60.5,3600.0,4425.0,2832.0,4525.4,3515.6,2722.5,2843.5
3.5,74.0,46.0,49.0,66.0,32.0,36.0,52.0,63.0,58.0,78.0,98.0,76.0,79.3,90.6,80.5,2368.0,3626.0,1568.0,7293.299999999999,5707.799999999999,4669.0,5071.5
2.0,80.0,44.0,32.0,37.0,76.0,84.0,69.0,45.0,41.0,59.0,94.0,89.0,71.3,72.2,71.5,6080.0,2560.0,2432.0,5162.3,3249.0,2931.5,3217.5
3.5,65.0,46.0,79.0,61.0,33.0,76.0,60.0,58.0,78.0,69.0,46.0,79.0,80.0,92.8,81.5,2145.0,5135.0,2607.0,7563.2,5382.4,6357.0,4727.0
3.0,69.0,37.0,46.0,50.0,53.0,80.0,61.0,59.0,56.0,71.0,94.0,78.0,76.0,87.6,78.0,3657.0,3174.0,2438.0,6832.799999999999,5168.4,4368.0,4602.0
3.0,76.0,44.0,46.0,61.0,41.0,68.0,50.0,58.0,54.0,64.0,96.0,71.0,77.3,84.8,75.5,3116.0,3496.0,1886.0,6402.4,4918.4,4077.0,4379.0
4.0,80.0,34.0,36.0,39.0,46.0,61.0,79.0,50.0,70.0,81.0,80.0,95.0,88.7,88.2,87.0,3680.0,2880.0,1656.0,7673.400000000001,4410.0,6090.0,4350.0
3.5,70.0,31.0,70.0,13.0,39.0,58.0,24.0,20.0,76.0,53.0,74.0,81.0,80.0,89.2,87.0,2730.0,4900.0,2730.0,7760.400000000001,1784.0,6612.0,1740.0
0.5,75.0,34.0,32.0,14.0,76.0,76.0,65.0,12.0,33.0,51.0,90.0,51.0,48.7,61.2,44.5,5700.0,2400.0,2432.0,2723.4,734.4000000000001,1468.5,534.0
1.5,70.0,33.0,42.0,26.0,62.0,54.0,84.0,41.0,69.0,56.0,94.0,72.0,65.3,70.8,56.0,4340.0,2940.0,2604.0,3964.7999999999997,2902.7999999999997,3864.0,2296.0
2.5,75.0,59.0,42.0,26.0,76.0,81.0,62.0,48.0,53.0,55.0,64.0,80.0,80.7,81.2,79.0,5700.0,3150.0,3192.0,6414.8,3897.6000000000004,4187.0,3792.0
3.5,54.0,61.0,56.0,14.0,66.0,81.0,52.0,39.0,58.0,37.0,96.0,71.0,89.3,84.2,86.5,3564.0,3024.0,3696.0,7283.3,3283.8,5017.0,3373.5
1.5,70.0,40.0,27.0,14.0,76.0,92.0,76.0,25.0,31.0,64.0,62.0,56.0,78.7,66.4,63.5,5320.0,1890.0,2052.0,4216.400000000001,1660.0000000000002,1968.5,1587.5
3.5,72.0,34.0,51.0,20.0,34.0,59.0,33.0,39.0,54.0,74.0,96.0,90.0,84.7,89.2,78.5,2448.0,3672.0,1734.0,7002.2,3478.8,4239.0,3061.5
4.0,70.0,54.0,51.0,39.0,40.0,61.0,64.0,66.0,71.0,65.0,82.0,84.0,80.0,92.4,87.5,2800.0,3570.0,2040.0,8085.000000000001,6098.400000000001,6212.5,5775.0
4.0,70.0,22.0,44.0,50.0,58.0,46.0,76.0,78.0,64.0,89.0,84.0,79.0,85.3,92.6,89.5,4060.0,3080.0,2552.0,8287.699999999999,7222.799999999999,5728.0,6981.0
2.5,55.0,53.0,46.0,18.0,48.0,79.0,66.0,51.0,43.0,71.0,92.0,88.0,72.7,75.2,71.0,2640.0,2530.0,2208.0,5339.2,3835.2000000000003,3053.0,3621.0
2.5,70.0,31.0,36.0,26.0,41.0,46.0,58.0,36.0,30.0,51.0,76.0,76.0,80.0,74.8,75.5,2870.0,2520.0,1476.0,5647.4,2692.7999999999997,2265.0,2718.0
4.0,70.0,80.0,49.0,31.0,13.0,68.0,64.0,52.0,76.0,71.0,78.0,86.0,82.7,93.6,85.5,910.0,3430.0,637.0,8002.799999999999,4867.2,6498.0,4446.0
4.5,48.0,58.0,64.0,46.0,14.0,68.0,70.0,76.0,82.0,78.0,74.0,89.0,82.7,94.4,90.0,672.0,3072.0,896.0,8496.0,7174.400000000001,7380.0,6840.0
2.0,70.0,76.0,34.0,12.0,51.0,54.0,47.0,11.0,28.0,59.0,58.0,71.0,85.3,72.8,69.5,3570.0,2380.0,1734.0,5059.599999999999,800.8,1946.0,764.5
2.0,100.0,29.0,44.0,13.0,34.0,70.0,34.0,26.0,30.0,47.0,72.0,83.0,76.0,69.6,63.0,3400.0,4400.0,1496.0,4384.799999999999,1809.6,1890.0,1638.0
2.0,80.0,37.0,41.0,26.0,31.0,64.0,29.0,49.0,46.0,56.0,78.0,82.0,80.0,75.2,65.5,2480.0,3280.0,1271.0,4925.6,3684.8,3013.0,3209.5
2.5,70.0,54.0,59.0,33.0,31.0,66.0,37.0,16.0,20.0,34.0,82.0,79.0,78.7,78.4,69.5,2170.0,4130.0,1829.0,5448.8,1254.4,1390.0,1112.0
4.0,66.0,78.0,66.0,28.0,18.0,61.0,57.0,26.0,56.0,62.0,90.0,77.0,88.0,88.2,89.0,1188.0,4356.0,1188.0,7849.8,2293.2000000000003,4984.0,2314.0
3.0,70.0,58.0,46.0,60.0,34.0,66.0,71.0,60.0,54.0,76.0,94.0,71.0,78.7,87.2,74.5,2380.0,3220.0,1564.0,6496.400000000001,5232.0,4023.0,4470.0
5.0,70.0,66.0,77.0,64.0,26.0,56.0,82.0,89.0,93.0,81.0,82.0,82.0,82.7,97.4,96.5,1820.0,5390.0,2002.0,9399.1,8668.6,8974.5,8588.5
3.0,60.0,26.0,46.0,64.0,31.0,61.0,71.0,84.0,46.0,90.0,70.0,67.0,88.7,82.0,81.5,1860.0,2760.0,1426.0,6683.0,6888.0,3749.0,6846.0
3.5,70.0,64.0,51.0,31.0,32.0,69.0,47.0,46.0,85.0,73.0,78.0,66.0,85.3,90.0,85.5,2240.0,3570.0,1632.0,7695.0,4140.0,7267.5,3933.0
2.5,55.0,14.0,85.0,76.0,41.0,39.0,55.0,48.0,42.0,49.0,58.0,94.0,58.0,84.6,74.0,2255.0,4675.0,3485.0,6260.4,4060.7999999999997,3108.0,3552.0
0.5,64.0,29.0,36.0,34.0,79.0,88.0,61.0,30.0,11.0,76.0,74.0,43.0,61.3,59.6,51.5,5056.0,2304.0,2844.0,3069.4,1788.0,566.5,1545.0
3.5,73.0,62.0,38.0,14.0,36.0,34.0,39.0,46.0,50.0,72.0,80.0,82.0,82.7,89.8,83.5,2628.0,2774.0,1368.0,7498.3,4130.8,4175.0,3841.0
4.0,70.0,61.0,34.0,24.0,44.0,61.0,68.0,53.0,64.0,56.0,90.0,82.0,81.3,90.0,88.0,3080.0,2380.0,1496.0,7920.0,4770.0,5632.0,4664.0
3.0,70.0,76.0,46.0,12.0,41.0,83.0,53.0,10.0,69.0,61.0,76.0,76.0,74.7,85.2,79.0,2870.0,3220.0,1886.0,6730.8,852.0,5451.0,790.0
4.0,70.0,96.0,46.0,14.0,16.0,76.0,66.0,10.0,88.0,63.0,80.0,79.0,80.7,92.6,89.5,1120.0,3220.0,736.0,8287.699999999999,926.0,7876.0,895.0
1.5,45.0,13.0,73.0,19.0,33.0,62.0,51.0,20.0,26.0,46.0,86.0,71.0,65.3,69.2,60.0,1485.0,3285.0,2409.0,4152.0,1384.0,1560.0,1200.0
3.5,70.0,38.0,44.0,82.0,47.0,54.0,67.0,58.0,61.0,76.0,84.0,68.0,75.3,90.4,87.0,3290.0,3080.0,2068.0,7864.8,5243.200000000001,5307.0,5046.0
5.0,78.0,76.0,58.0,41.0,34.0,53.0,55.0,57.0,80.0,51.0,94.0,83.0,88.0,95.6,93.0,2652.0,4524.0,1972.0,8890.8,5449.2,7440.0,5301.0
3.5,63.0,83.0,76.0,11.0,11.0,66.0,51.0,16.0,78.0,71.0,84.0,79.0,81.3,89.2,80.0,693.0,4788.0,836.0,7136.0,1427.2,6240.0,1280.0
1.0,74.0,27.0,44.0,98.0,36.0,52.0,91.0,46.0,16.0,55.0,96.0,71.0,84.0,48.8,58.5,2664.0,3256.0,1584.0,2854.7999999999997,2244.7999999999997,936.0,2691.0
2.0,46.0,26.0,64.0,14.0,16.0,55.0,60.0,21.0,32.0,58.0,94.0,93.0,76.7,68.4,62.0,736.0,2944.0,1024.0,4240.8,1436.4,1984.0,1302.0
2.5,44.0,29.0,46.0,7.0,37.0,76.0,57.0,25.0,33.0,71.0,92.0,90.0,72.7,74.4,74.0,1628.0,2024.0,1702.0,5505.6,1860.0000000000002,2442.0,1850.0
3.0,72.0,41.0,51.0,46.0,36.0,64.0,55.0,47.0,60.0,57.0,98.0,60.0,89.3,83.2,76.5,2592.0,3672.0,1836.0,6364.8,3910.4,4590.0,3595.5
5.0,70.0,44.0,76.0,61.0,41.0,76.0,72.0,84.0,81.0,76.0,78.0,81.0,95.3,96.0,94.5,2870.0,5320.0,3116.0,9072.0,8064.0,7654.5,7938.0
4.0,75.0,43.0,69.0,41.0,22.0,51.0,41.0,56.0,78.0,64.0,66.0,76.0,88.0,93.4,87.0,1650.0,5175.0,1518.0,8125.8,5230.400000000001,6786.0,4872.0
