choco_bar_name,company_name,company_loc,rating,cocoa_perc,CQ,sweetness,acidity,bitterness,roast,intensity,complexity,structure,length,appearance,aroma,mouthfeel,flavor,quality
Maya Gold,Green & Black’s,UK,0.0,55.0,16.0,63.0,79.0,27.0,54.0,33.0,8.0,32.0,61.0,76.0,69.0,54.0,44.8,33.0
Nibs Bar,Dagoba,USA,2.5,68.0,60.0,64.0,33.0,36.0,57.0,29.0,40.0,69.0,52.0,56.0,78.0,80.7,79.2,88.0
House Blend,Jacques Torres,USA,1.5,60.0,81.0,76.0,24.0,16.0,79.0,28.0,17.0,64.0,68.0,62.0,34.0,70.7,76.4,69.0
San Jose del Tambo Nibble,Askinosie,USA,2.5,70.0,53.0,41.0,62.0,54.0,61.0,65.0,61.0,44.0,70.0,94.0,80.0,81.3,78.2,78.5
Soconusco Nibble,Askinosie,USA,4.0,75.0,63.0,24.0,46.0,65.0,71.0,78.0,57.0,64.0,70.0,98.0,74.0,78.7,89.8,90.5
Sexy,NewTree,Belgium,0.5,73.0,34.0,41.0,52.0,40.0,69.0,49.0,30.0,22.0,46.0,92.0,65.0,61.3,58.2,43.5
Blush,NewTree,Belgium,1.5,73.0,56.0,47.0,46.0,44.0,61.0,32.0,18.0,37.0,39.0,94.0,61.0,81.3,63.6,73.0
Vigor,NewTree,Belgium,2.5,73.0,35.0,32.0,46.0,64.0,49.0,48.0,34.0,58.0,62.0,98.0,77.0,82.0,69.6,78.0
Rejoice,NewTree,Belgium,1.5,33.0,20.0,64.0,61.0,11.0,39.0,17.0,23.0,39.0,58.0,94.0,68.0,82.0,64.0,61.0
Cocoon,NewTree,Belgium,1.5,33.0,19.0,56.0,44.0,0.0,63.0,32.0,29.0,53.0,57.0,94.0,71.0,80.0,58.4,70.5
Tranquility,NewTree,Belgium,2.0,33.0,26.0,68.0,55.0,11.0,51.0,23.0,49.0,70.0,54.0,94.0,68.0,58.7,79.4,69.0
Ocumare,Rogue,USA,4.0,70.0,77.0,43.0,44.0,42.0,70.0,52.0,76.0,81.0,58.0,100.0,69.0,81.3,90.2,89.0
Sambirano,Rogue,USA,3.0,70.0,33.0,43.0,57.0,36.0,61.0,45.0,47.0,43.0,59.0,100.0,81.0,82.7,82.6,84.5
Bresil,Pralus,France,3.5,75.0,63.0,33.0,56.0,49.0,66.0,52.0,49.0,72.0,68.0,90.0,81.0,96.0,83.6,85.5
Colombie,Pralus,France,2.5,75.0,51.0,43.0,44.0,53.0,67.0,60.0,70.0,40.0,71.0,96.0,83.0,81.3,76.6,81.0
Trinidad,Pralus,France,4.0,75.0,40.0,38.0,53.0,55.0,84.0,81.0,86.0,85.0,90.0,76.0,80.0,87.3,90.6,92.0
Ocumare,Chocovic,Spain,4.0,71.0,73.0,48.0,34.0,39.0,70.0,57.0,41.0,0.9,62.0,86.0,81.0,82.7,91.2,89.5
Guyave,Chocovic,Spain,4.0,71.0,67.0,60.0,45.0,68.0,80.0,56.0,52.0,71.0,73.0,84.0,81.0,84.0,87.4,93.0
Sao Tome,Pralus,France,4.0,75.0,67.0,41.0,52.0,54.0,86.0,40.0,43.0,71.0,65.0,96.0,80.0,92.7,85.4,90.5
Ghana,Pralus,France,2.5,75.0,76.0,40.0,41.0,37.0,76.0,39.0,28.0,52.0,66.0,96.0,53.0,62.7,79.4,84.5
Indonesie,Pralus,France,2.0,75.0,44.0,35.0,79.0,64.0,80.0,72.0,61.0,28.0,70.0,88.0,84.0,71.3,70.4,59.0
Papouasie,Pralus,France,3.5,75.0,63.0,44.0,30.0,28.0,61.0,33.0,36.0,59.0,62.0,80.0,71.0,80.0,87.8,91.0
Negro,Blanxart,Spain,0.0,62.0,42.0,73.0,11.0,49.0,78.0,38.0,27.0,48.0,59.0,56.0,36.0,78.7,34.8,31.0
Leche,Blanxart,Spain,2.5,33.0,28.0,81.0,7.0,11.0,77.0,19.0,18.0,58.0,60.0,68.0,69.0,68.7,78.4,78.5
Equateur,Pralus,France,0.5,75.0,43.0,32.0,38.0,51.0,86.0,56.0,21.0,20.0,59.0,92.0,58.0,58.0,58.8,46.0
Crave,NewTree,Belgium,1.0,33.0,13.0,88.0,41.0,15.0,64.0,82.0,26.0,38.0,73.0,96.0,81.0,52.0,59.0,56.0
Cuba,Pralus,France,4.0,75.0,77.0,51.0,52.0,45.0,78.0,33.0,39.0,60.0,61.0,94.0,83.0,79.3,89.2,90.5
Melissa,Pralus,France,1.5,45.0,44.0,51.0,39.0,33.0,78.0,56.0,51.0,40.0,52.0,86.0,46.0,54.7,77.4,64.0
Leche y Avellanas,Blanxart,Spain,3.0,33.0,27.0,70.0,19.0,8.0,77.0,43.0,51.0,58.0,62.0,58.0,67.0,84.0,84.2,89.0
Le 100,Pralus,France,4.0,100.0,93.0,48.0,54.0,21.0,73.0,55.0,63.0,72.0,80.0,88.0,84.0,93.3,87.8,81.5
Chuao,Bonnat,France,3.5,75.0,32.0,31.0,44.0,60.0,80.0,46.0,41.0,38.0,57.0,100.0,89.0,73.3,84.2,85.0
Negro con Almendras,Blanxart,Spain,2.0,62.0,60.0,73.0,21.0,10.0,76.0,42.0,25.0,37.0,61.0,54.0,49.0,67.3,80.6,80.5
100%,Bonnat,France,4.0,100.0,23.0,2.0,71.0,82.0,66.0,91.0,53.0,84.0,95.0,92.0,90.0,94.7,83.8,87.5
Puerto Cabello,Bonnat,France,4.0,75.0,63.0,33.0,46.0,77.0,76.0,70.0,86.0,93.0,91.0,100.0,77.0,76.0,93.2,94.5
Porcelana,Bonnat,France,4.5,75.0,87.0,76.0,12.0,10.0,54.0,63.0,30.0,91.0,64.0,92.0,84.0,84.7,94.6,93.0
Madagascar 67,Patric,USA,3.0,67.0,29.0,63.0,79.0,16.0,57.0,54.0,42.0,33.0,52.0,94.0,78.0,80.0,83.4,82.5
Madagascar,Bonnat,France,2.0,75.0,53.0,34.0,69.0,65.0,67.0,42.0,31.0,52.0,34.0,96.0,64.0,66.0,72.0,69.5
Trinite,Bonnat,France,3.0,75.0,21.0,24.0,83.0,90.0,46.0,82.0,89.0,66.0,71.0,100.0,76.0,75.3,82.2,88.5
Tanzanie,Castelain,France,1.0,75.0,41.0,39.0,76.0,64.0,52.0,54.0,40.0,34.0,60.0,96.0,68.0,70.0,60.2,63.0
Macaibo,Castelain,France,4.5,70.0,94.0,77.0,42.0,33.0,61.0,80.0,69.0,86.0,76.0,94.0,79.0,97.3,92.2,89.5
Chocolat Lait,Castelain,France,3.5,37.0,19.0,58.0,21.0,3.0,64.0,37.0,36.0,76.0,57.0,96.0,82.0,84.0,85.6,89.5
Venezuela,Pralus,France,3.5,75.0,66.0,37.0,59.0,26.0,82.0,71.0,40.0,48.0,68.0,94.0,77.0,84.0,85.6,87.0
Cafe,Castelain,France,4.0,71.0,40.0,36.0,47.0,43.0,56.0,45.0,43.0,76.0,72.0,98.0,91.0,86.0,88.0,89.0
Jade,Chocovic,Spain,3.0,40.0,41.0,76.0,44.0,10.0,66.0,43.0,41.0,43.0,52.0,64.0,80.0,74.0,89.4,84.5
Maragda,Chocovic,Spain,3.5,70.0,53.0,65.0,40.0,54.0,61.0,82.0,76.0,80.0,71.0,72.0,69.0,82.7,88.2,90.0
Chuao,Valrhona,France,4.0,65.0,77.0,65.0,44.0,22.0,43.0,78.0,71.0,79.0,73.0,94.0,83.0,85.3,89.8,88.5
Guaranda,Chocovic,Spain,2.0,71.0,51.0,61.0,30.0,40.0,79.0,24.0,23.0,44.0,52.0,88.0,57.0,88.7,66.8,68.0
Opal,Chocovic,Spain,2.5,31.0,32.0,84.0,23.0,8.0,66.0,41.0,29.0,47.0,53.0,92.0,69.0,80.7,75.6,76.0
Infernale Lait,Pralus,France,4.0,48.0,42.0,78.0,63.0,14.0,81.0,70.0,65.0,52.0,71.0,100.0,81.0,79.3,89.6,91.5
Peru,Lindt,Switzerland,2.5,80.0,78.0,45.0,39.0,57.0,68.0,59.0,52.0,31.0,81.0,100.0,69.0,87.3,75.8,69.0
Milk Choc w/ Hazelnuts,Castelain,France,2.5,37.0,58.0,71.0,22.0,30.0,51.0,50.0,48.0,61.0,70.0,90.0,69.0,89.3,76.4,82.0
Dark w/ Almonds,Castelain,France,2.5,71.0,61.0,51.0,31.0,48.0,52.0,51.0,44.0,43.0,52.0,96.0,72.0,86.0,74.6,82.0
Dark w/ Nibs,Castelain,France,2.5,71.0,70.0,44.0,36.0,38.0,78.0,52.0,46.0,41.0,45.0,100.0,79.0,90.7,72.4,79.0
Noir Intense,Castelain,France,3.5,77.0,81.0,55.0,40.0,70.0,72.0,73.0,70.0,79.0,76.0,100.0,76.0,84.7,84.4,91.5
Red Fire,Vosges,USA,0.0,55.0,35.0,43.0,59.0,21.0,80.0,77.0,24.0,31.0,92.0,68.0,48.0,45.3,43.8,36.5
Iara Organic,Coppeneur,Germany,4.0,72.0,83.0,49.0,5.0,40.0,90.0,28.0,10.0,66.0,61.0,92.0,87.0,80.0,90.8,84.0
Iara Dunkle,Coppeneur,Germany,1.5,82.0,71.0,17.0,22.0,82.0,0.0,90.0,10.0,77.0,81.0,100.0,10.0,59.3,58.2,61.5
Clasificado,Felchlin,Switzerland,3.5,65.0,92.0,76.0,10.0,16.0,77.0,31.0,10.0,83.0,62.0,88.0,81.0,94.0,84.0,78.0
Creole,Felchlin,Switzerland,3.0,49.0,46.0,63.0,21.0,13.0,70.0,28.0,30.0,74.0,41.0,84.0,79.0,94.7,80.8,85.5
Criolait,Felchlin,Switzerland,3.0,38.0,19.0,88.0,11.0,3.0,61.0,14.0,36.0,68.0,51.0,76.0,81.0,82.7,83.4,89.5
Venezuela,Theo,USA,2.0,91.0,32.0,11.0,56.0,76.0,77.0,82.0,31.0,80.0,79.0,100.0,69.0,80.7,70.6,62.0
Ghana,Theo,USA,2.5,84.0,38.0,22.0,46.0,87.0,90.0,79.0,18.0,30.0,83.0,92.0,81.0,85.3,72.6,68.5
Java,Coppeneur,Germany,4.0,72.0,64.0,46.0,54.0,50.0,81.0,62.0,67.0,65.0,70.0,90.0,92.0,87.3,89.0,90.5
Iara Vollmilch,Coppeneur,Germany,4.0,62.0,80.0,63.0,43.0,70.0,84.0,62.0,70.0,73.0,71.0,82.0,90.0,84.7,88.6,90.0
Iara Pur,Coppeneur,Germany,4.5,100.0,32.0,4.0,14.0,81.0,77.0,86.0,43.0,72.0,90.0,100.0,90.0,87.3,88.4,94.0
Golden Bean,High Integrity,USA,0.5,70.0,42.0,61.0,24.0,57.0,0.0,78.0,33.0,18.0,46.0,76.0,61.0,32.7,52.6,48.5
Ocumare w/ Nibs+Chili,Coppeneur,Germany,4.0,72.0,78.0,40.0,30.0,82.0,90.0,81.0,44.0,52.0,83.0,76.0,90.0,89.3,90.2,90.0
Menavava,Coppeneur,Germany,3.5,72.0,60.0,56.0,70.0,47.0,72.0,63.0,61.0,58.0,66.0,100.0,91.0,85.3,83.6,78.0
Menavava Vollmilch,Coppeneur,Germany,3.0,52.0,78.0,80.0,20.0,29.0,70.0,33.0,30.0,43.0,44.0,92.0,73.0,78.7,84.8,85.0
Java Vollmilch,Coppeneur,Germany,3.0,62.0,23.0,40.0,79.0,76.0,84.0,82.0,89.0,78.0,63.0,80.0,81.0,84.7,83.6,76.0
Arriba,Felchlin,Switzerland,4.0,72.0,77.0,46.0,31.0,43.0,88.0,68.0,59.0,81.0,79.0,90.0,73.0,86.0,89.6,91.0
Renew,NewTree,Belgium,0.5,73.0,45.0,21.0,77.0,51.0,70.0,84.0,18.0,40.0,26.0,96.0,80.0,71.3,48.6,55.5
Pleasure,NewTree,Belgium,3.0,73.0,76.0,61.0,67.0,41.0,43.0,57.0,44.0,60.0,62.0,96.0,67.0,86.0,79.8,79.0
Mad 70,Patric,USA,3.5,70.0,50.0,47.0,61.0,32.0,43.0,46.0,49.0,44.0,42.0,86.0,91.0,68.7,85.4,88.0
Ocumare,Coppeneur,Germany,5.0,72.0,81.0,43.0,39.0,54.0,76.0,67.0,17.0,64.0,49.0,100.0,90.0,82.7,93.4,94.5
Tsachili,Coppeneur,Germany,2.0,75.0,29.0,46.0,33.0,64.0,83.0,80.0,14.0,56.0,70.0,96.0,69.0,75.3,77.4,66.0
Uba Budo,Coppeneur,Germany,3.5,72.0,56.0,44.0,40.0,51.0,66.0,42.0,20.0,53.0,77.0,100.0,73.0,82.7,85.8,85.5
Uba Budo Vollmilch,Coppeneur,Germany,2.5,52.0,41.0,80.0,10.0,31.0,78.0,14.0,22.0,43.0,56.0,82.0,80.0,72.7,76.6,79.0
70%,Santander,Colombia,3.5,70.0,69.0,53.0,60.0,81.0,61.0,80.0,64.0,61.0,68.0,84.0,91.0,84.7,85.8,82.0
65%,Santander,Colombia,3.5,65.0,51.0,64.0,56.0,22.0,42.0,66.0,76.0,77.0,70.0,82.0,80.0,81.3,87.2,90.0
53%,Santander,Colombia,3.0,53.0,40.0,71.0,41.0,10.0,52.0,29.0,28.0,46.0,38.0,68.0,80.0,79.3,82.2,80.0
Milk Chocolate,Santander,Colombia,3.5,36.0,44.0,67.0,31.0,13.0,56.0,32.0,63.0,80.0,79.0,68.0,79.0,80.0,87.2,89.5
Madagascar,Felchlin,Switzerland,3.0,64.0,84.0,62.0,31.0,16.0,58.0,20.0,27.0,47.0,66.0,80.0,98.0,87.3,86.4,63.0
Dark Chocolate Espresso,Santander,Colombia,4.0,70.0,40.0,53.0,46.0,34.0,70.0,73.0,80.0,84.0,86.0,74.0,86.0,79.3,92.6,95.0
Dark Choc w/ Coffee Bits,Santander,Colombia,4.0,70.0,44.0,28.0,63.0,41.0,54.0,27.0,60.0,81.0,72.0,80.0,81.0,82.0,90.2,94.5
Choc-covered Nibs,Santander,Colombia,4.0,53.0,76.0,80.0,53.0,28.0,46.0,78.0,24.0,46.0,51.0,100.0,80.0,94.0,85.8,86.0
Dark,Waialua,USA,3.5,70.0,55.0,58.0,71.0,58.0,67.0,52.0,53.0,46.0,76.0,78.0,68.0,87.3,87.6,88.5
Madagascar,Pralus,France,2.5,75.0,59.0,30.0,90.0,81.0,86.0,74.0,23.0,50.0,77.0,74.0,71.0,90.7,79.4,70.0
Ylang Ylang,Coppeneur,Germany,2.0,72.0,41.0,78.0,39.0,31.0,60.0,57.0,44.0,34.0,91.0,96.0,71.0,65.3,72.8,76.0
Lavender & Cranberry,Coppeneur,Germany,0.0,72.0,14.0,87.0,96.0,5.0,38.0,92.0,9.0,43.0,51.0,94.0,72.0,44.0,34.6,19.5
Milk Almond,Scharffen Berger,USA,3.5,41.0,38.0,61.0,32.0,51.0,78.0,64.0,76.0,37.0,69.0,92.0,72.0,84.0,86.8,85.5
Trinidad,Rogue,USA,1.0,70.0,38.0,41.0,57.0,52.0,64.0,67.0,68.0,19.0,58.0,100.0,76.0,54.7,59.4,56.0
Mint Dark,Divine,Germany,2.5,70.0,61.0,56.0,40.0,24.0,66.0,52.0,42.0,53.0,64.0,88.0,63.0,81.3,77.4,82.0
Hispaniola,Rogue,USA,5.0,70.0,61.0,44.0,50.0,56.0,80.0,91.0,87.0,94.0,73.0,100.0,83.0,86.7,94.4,94.0
Milk,Dagoba,USA,4.0,37.0,77.0,81.0,35.0,5.0,44.0,53.0,66.0,83.0,78.0,66.0,89.0,82.7,91.2,93.5
Chai,Dagoba,USA,3.0,37.0,59.0,70.0,52.0,10.0,50.0,37.0,68.0,41.0,63.0,60.0,77.0,69.3,86.0,85.5
Latte,Dagoba,USA,2.0,37.0,59.0,73.0,44.0,27.0,52.0,23.0,30.0,81.0,49.0,90.0,60.0,93.3,73.6,66.0
Lime,Dagoba,USA,3.0,59.0,70.0,42.0,79.0,41.0,67.0,84.0,71.0,88.0,75.0,66.0,78.0,84.0,84.8,89.0
Jamaica,Rogue,USA,3.0,70.0,62.0,44.0,49.0,56.0,70.0,48.0,51.0,54.0,57.0,94.0,84.0,83.3,80.8,81.0
59%,Dagoba,USA,4.0,59.0,61.0,44.0,54.0,48.0,52.0,80.0,81.0,64.0,28.0,80.0,83.0,81.3,90.8,85.5
Lavender,Dagoba,USA,2.0,59.0,70.0,63.0,51.0,44.0,77.0,31.0,23.0,56.0,47.0,82.0,96.0,80.7,65.4,60.0
Roseberry,Dagoba,USA,2.5,59.0,70.0,79.0,78.0,20.0,66.0,48.0,59.0,81.0,72.0,72.0,68.0,86.0,80.2,81.0
Prima Materia,Dagoba,USA,3.5,100.0,10.0,11.0,72.0,92.0,43.0,67.0,14.0,58.0,82.0,82.0,90.0,87.3,85.8,89.0
New Moon,Dagoba,USA,0.5,74.0,15.0,57.0,62.0,80.0,82.0,90.0,24.0,41.0,87.0,72.0,74.0,60.7,64.4,32.0
Eclipse,Dagoba,USA,3.5,87.0,39.0,63.0,81.0,74.0,68.0,71.0,43.0,59.0,91.0,76.0,71.0,81.3,86.6,88.5
Conacado,Dagoba,USA,3.5,73.0,68.0,57.0,33.0,45.0,52.0,83.0,54.0,60.0,81.0,84.0,70.0,79.3,89.2,89.0
Bianco,Slitti,Italy,3.0,30.0,29.0,88.0,17.0,11.0,36.0,30.0,38.0,51.0,47.0,96.0,86.0,71.3,83.6,88.5
Amazzonia,Slitti,Italy,1.0,90.0,44.0,40.0,11.0,83.0,91.0,69.0,8.0,68.0,74.0,100.0,96.0,78.7,54.2,41.5
Tropicale,Slitti,Italy,0.5,90.0,40.0,18.0,24.0,51.0,79.0,61.0,28.0,19.0,77.0,100.0,93.0,64.7,57.4,32.0
Gran Cacao 100%,Slitti,Italy,0.0,100.0,27.0,4.0,11.0,89.0,90.0,82.0,13.0,48.0,87.0,100.0,58.0,97.3,32.6,23.5
Costa Rican 84%,De Vries,USA,4.0,84.0,37.0,43.0,61.0,62.0,33.0,51.0,86.0,93.0,95.0,100.0,89.0,87.3,85.2,97.5
Costa Rican 80%,De Vries,USA,4.0,80.0,0.5,39.0,72.0,61.0,35.0,52.0,73.0,70.0,67.0,100.0,72.0,93.3,84.6,94.0
Costa Rican 77%,De Vries,USA,4.0,77.0,22.0,33.0,71.0,50.0,29.0,78.0,60.0,66.0,84.0,100.0,81.0,93.3,82.0,95.0
Milagros,Dagoba,USA,3.5,68.0,33.0,57.0,50.0,31.0,56.0,24.0,78.0,71.0,80.0,52.0,88.0,76.0,87.8,86.5
Gianduiotti,Venchi,Italy,5.0,56.0,43.0,58.0,6.0,5.0,67.0,89.0,48.0,96.0,81.0,94.0,91.0,100.0,92.0,92.0
Caramelized Nibs,De Vries,USA,3.0,70.0,30.0,84.0,33.0,60.0,79.0,71.0,24.0,18.0,46.0,88.0,81.0,68.7,82.4,85.0
Dominica 84%,De Vries,USA,4.0,84.0,33.0,39.0,64.0,85.0,46.0,93.0,90.0,0.0,81.0,100.0,81.0,86.7,86.8,95.0
Dominicana 80%,De Vries,USA,4.0,80.0,21.0,30.0,62.0,76.0,28.0,87.0,64.0,66.0,59.0,100.0,89.0,86.7,86.2,94.0
Dominica 77%,De Vries,USA,4.0,77.0,41.0,33.0,50.0,54.0,60.0,66.0,48.0,78.0,44.0,100.0,80.0,87.3,86.4,89.5
Dark,Divine,Ghana,2.0,70.0,67.0,68.0,34.0,32.0,71.0,14.0,10.0,42.0,43.0,96.0,71.0,69.3,73.8,68.0
Milk,Divine,Germany,2.5,27.0,7.0,86.0,9.0,1.0,39.0,14.0,5.0,37.0,38.0,92.0,75.0,76.0,82.4,76.0
Chocolate Organica,Diego Badaró,Brazil,4.0,75.0,71.0,40.0,82.0,58.0,41.0,61.0,57.0,79.0,54.0,82.0,86.0,94.7,87.6,91.0
Gran Cacao 90%,Slitti,Italy,3.5,90.0,72.0,21.0,18.0,80.0,83.0,77.0,46.0,68.0,70.0,98.0,72.0,94.7,83.4,84.0
Los Rios,Dagoba,USA,3.5,68.0,52.0,75.0,48.0,70.0,78.0,50.0,60.0,49.0,63.0,78.0,83.0,70.7,89.6,88.5
Pacuare,Dagoba,USA,2.5,68.0,51.0,78.0,42.0,26.0,83.0,24.0,33.0,44.0,58.0,62.0,72.0,72.0,80.8,78.0
Sambirano,Dagoba,USA,4.0,65.0,43.0,63.0,73.0,64.0,68.0,84.0,81.0,69.0,57.0,76.0,89.0,74.7,90.8,89.0
Xocolatl,Dagoba,USA,3.0,74.0,59.0,41.0,93.0,54.0,78.0,80.0,63.0,71.0,62.0,72.0,64.0,74.7,88.2,86.0
Gran Cacao 60%,Slitti,Italy,3.0,60.0,94.0,83.0,5.0,10.0,79.0,41.0,10.0,58.0,62.0,66.0,53.0,71.3,92.2,84.0
Black Sal,Domori,Italy,3.5,75.0,30.0,41.0,43.0,11.0,76.0,30.0,58.0,79.0,63.0,82.0,80.0,86.0,84.8,90.5
Latte,Slitti,Italy,2.0,35.0,8.0,89.0,1.0,4.0,44.0,16.0,10.0,38.0,46.0,54.0,62.0,64.0,76.4,73.5
Blend No. 1,Domori,Italy,4.5,78.0,79.0,51.0,60.0,32.0,62.0,34.0,92.0,88.0,73.0,68.0,94.0,79.3,95.2,94.0
Blend No. 0,Domori,Italy,2.5,65.0,46.0,72.0,45.0,41.0,23.0,39.0,40.0,51.0,60.0,68.0,52.0,82.0,81.6,82.0
Lattenero 45%,Slitti,Italy,2.5,45.0,45.0,66.0,22.0,26.0,70.0,43.0,41.0,44.0,67.0,88.0,51.0,74.7,79.4,79.0
Puro,Domori,Italy,0.0,100.0,51.0,20.0,23.0,44.0,55.0,64.0,30.0,86.0,70.0,84.0,84.0,86.7,94.4,95.5
Lattenero 51%,Slitti,Italy,4.0,51.0,44.0,64.0,11.0,23.0,70.0,52.0,42.0,84.0,58.0,80.0,78.0,88.0,89.0,88.0
Green,Domori,Italy,4.5,73.0,63.0,50.0,54.0,20.0,76.0,31.0,84.0,93.0,80.0,80.0,90.0,78.7,93.2,10.0
Gem,Domori,Italy,2.5,85.0,14.0,21.0,61.0,66.0,53.0,78.0,33.0,34.0,70.0,72.0,71.0,68.7,79.0,82.0
Madagared,Domori,Italy,5.0,70.0,83.0,60.0,52.0,33.0,51.0,45.0,62.0,69.0,67.0,92.0,90.0,87.3,92.4,96.0
Javablond,Domori,Italy,2.5,70.0,29.0,41.0,82.0,44.0,48.0,67.0,56.0,53.0,70.0,94.0,54.0,84.7,77.8,74.0
Vanilla,Domori,Italy,4.5,65.0,64.0,77.0,69.0,33.0,40.0,46.0,76.0,63.0,71.0,76.0,90.0,88.0,91.4,95.0
Lattenero 62%,Slitti,Italy,4.0,62.0,57.0,61.0,21.0,36.0,68.0,54.0,62.0,66.0,68.0,100.0,81.0,82.0,89.4,91.0
Lattenero 70%,Slitti,Italy,3.5,70.0,53.0,48.0,42.0,46.0,78.0,51.0,52.0,58.0,63.0,94.0,80.0,87.3,86.8,88.0
Etoile du Nord,Guittard,USA,1.5,64.0,58.0,62.0,8.0,18.0,68.0,32.0,10.0,47.0,54.0,82.0,49.0,92.0,62.4,68.0
Porcelana,Domori,Italy,5.0,70.0,86.0,77.0,39.0,30.0,28.0,66.0,65.0,89.0,58.0,94.0,95.0,96.0,94.4,98.0
Puertofino / Ocumare 67,Domori,Italy,3.5,70.0,70.0,63.0,60.0,34.0,44.0,63.0,78.0,80.0,56.0,82.0,81.0,82.0,87.2,90.0
Puertomar / Ocumare 61,Domori,Italy,5.0,75.0,81.0,72.0,73.0,47.0,39.0,93.0,96.0,97.0,88.0,88.0,91.0,100.0,95.6,10.0
Kamba Blend,Domori,Italy,3.5,70.0,41.0,43.0,82.0,44.0,34.0,78.0,92.0,63.0,71.0,78.0,82.0,82.7,85.6,88.0
56%,Venchi,Italy,2.0,56.0,51.0,67.0,21.0,17.0,83.0,38.0,34.0,42.0,80.0,92.0,71.0,74.7,71.6,67.0
Chocavier 90%,Venchi,Italy,2.0,90.0,62.0,36.0,14.0,45.0,78.0,41.0,23.0,58.0,55.0,88.0,72.0,90.7,70.8,71.0
75% Blend,Venchi,Italy,2.5,75.0,61.0,48.0,13.0,10.0,62.0,38.0,40.0,57.0,66.0,96.0,66.0,81.3,77.2,82.0
Arriba 70%,Domori,Italy,4.0,70.0,77.0,76.0,61.0,33.0,62.0,50.0,72.0,81.0,65.0,100.0,88.0,84.7,88.2,90.0
Chocavier 75%,Venchi,Italy,1.5,75.0,43.0,41.0,18.0,39.0,64.0,37.0,11.0,48.0,51.0,68.0,68.0,87.3,62.4,66.5
Apurimac 70%,Domori,Italy,3.0,70.0,42.0,38.0,46.0,40.0,49.0,68.0,52.0,49.0,53.0,76.0,73.0,86.7,82.4,90.5
Sambirano 70%,Domori,Italy,3.5,70.0,23.0,40.0,78.0,34.0,35.0,82.0,71.0,77.0,72.0,84.0,84.0,85.3,83.2,88.0
Sur del Lago 70%,Domori,Italy,4.0,70.0,91.0,64.0,26.0,31.0,44.0,34.0,35.0,85.0,82.0,76.0,81.0,89.3,88.6,88.0
Pure Milk,Venchi,Italy,3.0,33.0,40.0,79.0,26.0,11.0,63.0,39.0,42.0,34.0,63.0,94.0,77.0,85.3,83.6,81.5
100%,Domori,Italy,4.0,100.0,44.0,23.0,31.0,82.0,43.0,46.0,45.0,86.0,67.0,88.0,74.0,94.7,86.2,93.0
Ecuador,Domori,Italy,5.0,70.0,77.0,61.0,28.0,19.0,75.0,83.0,90.0,86.0,66.0,44.0,97.0,97.3,95.6,10.0
Absinth,Venchi,Italy,2.0,75.0,48.0,39.0,41.0,82.0,77.0,96.0,40.0,42.0,99.0,96.0,93.0,77.3,68.6,69.0
Gran Cacao 73%,Slitti,Italy,3.0,73.0,51.0,46.0,24.0,27.0,76.0,12.0,30.0,61.0,47.0,100.0,72.0,86.0,78.8,85.0
Gran Cacao 82%,Slitti,Italy,2.5,82.0,41.0,46.0,30.0,38.0,62.0,29.0,15.0,50.0,53.0,88.0,67.0,78.7,78.2,81.5
Fave,Venchi,Italy,3.5,75.0,64.0,37.0,18.0,44.0,71.0,50.0,24.0,62.0,68.0,96.0,73.0,88.0,85.6,89.5
Rio Caribe 100,Domori,Italy,3.5,100.0,32.0,28.0,39.0,74.0,23.0,68.0,40.0,47.0,51.0,92.0,88.0,86.0,85.0,90.5
Rio Caribe 70%,Domori,Italy,3.5,70.0,72.0,53.0,39.0,34.0,44.0,35.0,57.0,81.0,62.0,76.0,73.0,87.3,85.4,89.0
Los Rios 77%,Caoni,Ecuador,3.0,77.0,62.0,41.0,50.0,34.0,77.0,61.0,64.0,43.0,72.0,74.0,94.0,75.3,84.8,76.0
Cuor di Cacao 75%,Venchi,Italy,3.0,75.0,78.0,57.0,21.0,24.0,71.0,48.0,34.0,70.0,79.0,98.0,88.0,86.7,74.8,85.0
Cuor di Cacao 85%,Venchi,Italy,3.0,85.0,71.0,66.0,24.0,82.0,76.0,73.0,55.0,79.0,83.0,96.0,86.0,85.3,77.6,87.5
Arriba 100,Domori,Italy,2.5,100.0,27.0,38.0,19.0,83.0,22.0,91.0,46.0,87.0,71.0,100.0,86.0,91.3,74.8,76.0
Apurimac 100,Domori,Italy,4.0,100.0,9.0,33.0,76.0,84.0,23.0,79.0,51.0,62.0,78.0,100.0,84.0,97.3,84.4,93.5
Los Rios 55%,Caoni,Ecuador,4.0,55.0,56.0,79.0,69.0,42.0,82.0,61.0,70.0,53.0,73.0,56.0,82.0,82.7,91.6,89.5
Sambirano 100,Domori,Italy,1.5,100.0,3.0,27.0,0.0,77.0,21.0,0.0,30.0,47.0,49.0,98.0,92.0,87.3,47.2,81.5
Carenero 100,Domori,Italy,3.0,100.0,30.0,34.0,37.0,41.0,33.0,52.0,39.0,60.0,76.0,94.0,92.0,88.0,77.2,89.5
Manabi 77%,Caoni,Ecuador,2.0,77.0,34.0,51.0,41.0,62.0,74.0,58.0,44.0,29.0,71.0,78.0,62.0,82.7,73.0,71.5
